Dia;Mes;Fecha;#;Turno;Actividad;Telar;Operador;Referencia;Estilo;PPP;"Metros
Tejidos";Lote;Cad.;"% Efic.
Máquina";"% Efic.
Operador";"RxCMP
Trama";"R Abs.
Trama";"RxCMP
Urd.";"R Abs.
Urd.";"RxCMP
Manual";"R Abs.
Manual";"Tiempo
Disponible
(H)";TELAR;RPM;TackTime;PasadasTack;PlegaID
DOMINGO;SEPTIEMBRE;20/9/2026;1;A;INACTIVO;01;;"0115-
43647";Victoria 250.;52;0;102150;6;0;0;0;;0;;0;;0;01;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;2;A;INACTIVO;02;;"0115-
42405";FASHION OSCURO;44;0;402183;7;0;0;0;;0;;0;;0;02;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;3;A;INACTIVO;03;;"0115-
42405";FASHION OSCURO;44;0;402180;5;0;0;0;;0;;0;;0;03;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;4;A;INACTIVO;04;;"0115-
42405";FASHION OSCURO;44;0;422186;8;0;0;0;;0;;0;;0;04;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;5;A;INACTIVO;05;;"0110-
43800";AMAZONAS XVII;48;0;100011;5;0;0;0;;0;;0;;0;05;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;6;A;INACTIVO;06;;"0105-
43813";TWILL 2020;50;0;100022;1;0;0;0;;0;;0;;0;06;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;7;A;INACTIVO;07;;"0105-
28502";OXIGENO;38;0;200063;4;0;0;0;;0;;0;;0;07;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;8;A;INACTIVO;08;;"0105-
28502";OXIGENO;38;0;200063;5;0;0;0;;0;;0;;0;08;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;9;A;INACTIVO;09;;"0105-
28502";OXIGENO;38;0;200060;6;0;0;0;;0;;0;;0;09;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;10;A;INACTIVO;10;;"0115-
43647";Victoria 250.;52;0;102150;1;0;0;0;;0;;0;;0;10;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;11;A;INACTIVO;11;;"0115-
42305";CEPE DARK;46;0;202188;7;0;0;0;;0;;0;;0;11;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;12;A;INACTIVO;12;;"0115-
42405";FASHION OSCURO;44;0;402177;5;0;0;0;;0;;0;;0;12;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;13;A;INACTIVO;13;;"0115-
42405";FASHION OSCURO;44;0;422186;6;0;0;0;;0;;0;;0;13;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;14;A;INACTIVO;14;;"0115-
42405";FASHION OSCURO;44;0;422186;5;0;0;0;;0;;0;;0;14;;;;
DOMINGO;SEPTIEMBRE;20/9/2026;15;A;INACTIVO;15;;"0115-
42405";FASHION OSCURO;44;0;402172;5;0;0;0;;0;;0;;0;15;;;;
